,collocate,raw_frequency,MI
2955,summoned.,16,7.336958106245641
2956,animus,6,7.624640178697422
2957,Philip;,35,5.861051586436063
2958,recovered,472,3.2594206623399216
2959,undesirableness,2,8.723252467365532
2960,Phoebe,125,4.5880859106231755
2961,leading,759,2.7843978705298467
2962,"upstairs,",189,4.174652632865834
2963,Nancy,253,3.8830101591979562
2964,creeping,204,4.09827965408126
2965,"leave,",178,4.234616097633392
2966,meanwhile,245,3.91514143738075
2967,account,1334,2.913609602009853
2968,Hester's.,1,9.416399647925477
2969,missing.,19,6.471960668759037
2970,feverish,129,4.556587243563804
2971,Partly,15,6.7083494468232665
2972,soothe,167,4.298405835508722
2973,promised,1008,3.1938233798541082
2974,sun-stroke;,1,9.416399647925477
2975,dwelt,286,3.760407837105624
2976,largely,113,4.689011829213136
2977,kindly,880,2.6364777404532247
2978,interest,1929,1.8516426350197477
2979,well-bred,77,5.072594226071793
2980,esteem,141,4.467639757547309
2981,headaches,23,6.280905431996327
2982,stupors!,1,9.416399647925477
2983,magician.,4,8.030105286805586
2984,introduce,234,3.9610785325677753
2985,sister,1411,2.1643456960726626
2986,Madame,1663,2.000021168732549
2987,Zara,131,4.541202324724325
2988,Casimir,28,6.084195137750273
2989,swoon.,17,6.583186303869261
2990,"send?""",2,8.723252467365532
2991,Heliobas,159,4.3474954457052455
2992,'And,993,3.2088161644402495
2993,"yet,'",22,7.018504375127106
2994,courtesy,126,5.273264921533944
2995,seized,706,2.8567844104322346
2996,alarming,107,4.74357081346357
2997,illness;,18,6.5260278900293125
2998,once.,740,2.8097494617272614
2999,'Very,131,4.541202324724325
3000,cottage.,83,4.997559040128879
3001,intending,113,5.382159009773082
3002,buy,651,2.9378900057169077
3003,companion's,117,4.654225713127721
3004,summoned;,5,7.8069617354913765
3005,trouble,1667,1.9976187651746828
3006,weighing,68,5.19689194274937
3007,length,1100,2.413334189139015
3008,called.,80,5.034373013251595
3009,Whenever,125,4.5880859106231755
3010,together.,884,2.6319425852878333
3011,Alice,224,4.004753596070437
3012,added,1322,2.2294986275138453
3013,wiping,129,4.556587243563804
3014,forehead.,181,4.217902616659651
3015,'When,154,4.3794470455118475
3016,comes,2110,2.45510360201531
3017,him.',240,3.9357607245834854
3018,assurance,255,3.875136102767051
3019,sleeping.,29,6.049103817939002
3020,necessary,1096,2.416977180417516
3021,Women,144,4.446586348349476
3022,childbirth,1,9.416399647925477
3023,"midwife,",2,8.723252467365532
3024,"""It's",1481,2.115926833657678
3025,say?,226,4.689011829213136
3026,Lie,20,6.420667374371486
3027,honest,1076,2.435393907203747
3028,thrill,180,4.223442797035267
3029,"night,""",77,5.072594226071793
3030,explained.,98,4.831432169254905
3031,"""I'm",1214,3.0078708568659787
3032,fire,1679,1.990445990847936
3033,"glum,",4,8.030105286805586
3034,"""you're",61,5.305525783752166
3035,respected.,23,6.280905431996327
3036,Many,379,3.4788634428430503
3037,richer,119,4.637276154813947
3038,sisters,351,3.555613424459611
3039,proud.,61,5.305525783752166
3040,Finns,6,7.624640178697422
3041,"Protestants,",9,7.219175070589258
3042,pet.,12,6.931492998137476
3043,certainly,2029,1.801101308099662
3044,snub,36,5.832880709469367
3045,Bar.,17,6.583186303869261
3046,"way,",2501,1.5919537170478577
3047,fitting,166,4.997559040128879
3048,candidates.,11,7.018504375127106
3049,yielded,225,4.000299245721057
3050,"year,",563,3.0831200197857864
3051,vain,555,3.097431534179042
3052,explain,685,2.8869808096632514
3053,"down,",1775,1.9348439460159605
3054,passionate,534,3.136003808965282
3055,"opinion,",297,4.415814689682723
3056,incumbent,44,5.6322100140072155
3057,"Earl,",90,4.916589977595212
3058,story.,296,3.7260401936014165
3059,"""Then",1247,2.2879037022454405
3060,getting,1911,1.8610177036852038
3061,Parliament.,82,5.009680400661224
3062,"misgivings,",21,6.3718772102020536
3063,bath-chair,2,8.723252467365532
3064,"twelve,",56,5.391047957190327
3065,simple,1296,2.2493617710132567
3066,Ireland.,41,5.702827581221169
3067,"expect.""",21,6.3718772102020536
3068,inquiry,243,3.9233382045849283
3069,liable,122,4.61237860319222
3070,"inflammation.""",1,9.416399647925477
3071,none.,147,4.42596706114674
3072,considerable,527,3.1491990993841146
3073,animation.,30,6.015202266263321
3074,behaved,383,3.468364658744831
3075,spirit.,216,4.041121240241312
3076,refrained.,4,8.030105286805586
3077,"Phineas,",269,3.821688268323638
3078,whisper,289,3.7499729598130447
3079,"welfare,",30,6.015202266263321
3080,Sancho,4,8.030105286805586
3081,guarded,139,4.481925714794785
3082,"""What;",5,7.8069617354913765
3083,"Callender?""",1,9.416399647925477
3084,"unreasonable,",34,5.8900391233093154
3085,Laura.,210,4.069292117208008
3086,chooses,77,5.072594226071793
3087,reputation,310,3.679827350446285
3088,will.,503,3.1958094778257378
3089,"resented,",7,7.470489498870164
3090,"unexpected.""",3,8.317787359257368
3091,undoubtedly,129,4.556587243563804
3092,gratified,161,4.334995282941014
3093,original,314,3.6670066620172235
3094,allowance;,9,7.219175070589258
3095,refused,689,2.8811583769118183
3096,take.,61,5.305525783752166
3097,possible.,388,3.4553943083022034
3098,"Turnbull,",57,5.373348380090927
3099,hero.,81,5.021950493253038
3100,Laurence,110,4.71591928213306
3101,Phineas,958,2.5515518699546162
3102,"Ostend,",20,6.420667374371486
3103,"Ireland,",66,5.226744905899051
3104,express,608,3.0062247659593098
3105,Castlemorris.,4,8.030105286805586
3106,once,7430,1.8894128713335625
3107,uncle,830,2.6949739471348333
3108,"died.""",29,6.049103817939002
3109,Finn,176,4.245915652887325
3110,good-natured,245,3.91514143738075
3111,enlightened,104,4.7720087487841045
3112,danger,749,2.7976606644082573
3113,paternal,123,4.604215292553059
3114,bosom,409,3.402684491882675
3115,dismayed.,17,6.583186303869261
3116,feeling.,203,4.103193668883689
3117,matter,2872,1.453635717757362
3118,"Bowles?""",5,7.8069617354913765
3119,practice?,6,7.624640178697422
3120,Tom,1153,2.3662771276564176
3121,"Bowles,",39,5.752838001795831
3122,smith,13,6.85145029046394
3123,horses;,38,5.778813488199091
3124,"myself.""",283,4.464099930842185
3125,knows,1982,1.8245379330355433
3126,"bull?""",1,9.416399647925477
3127,"Cecilia,",60,5.322055085703376
3128,Mordaunt,31,5.982412443440331
3129,place?,52,5.465155929344049
3130,Though,588,3.0396727000268497
3131,place.,820,2.7070953076671778
3132,hearty,220,4.022772101573115
3133,supper.,111,4.706869446613142
3134,"apoplexy,",6,7.624640178697422
3135,large,3006,1.408034077612557
3136,"practice,",65,5.242012378029839
3137,"King,",185,4.196043822847152
3138,grateful,524,3.1549079636044346
3139,gradually,537,3.130401553416612
3140,German;,13,6.85145029046394
3141,black,3731,1.8851152552642643
3142,"fever,",115,5.364614700122172
3143,None,217,4.036502294385017
3144,stuff,324,3.6356561321331475
3145,keeps,324,3.6356561321331475
3146,heap,277,3.792382141738138
3147,taint,64,5.257516564565805
3148,Sahara.,1,9.416399647925477
3149,goes,1125,2.3908613332869564
3150,"plunge,",11,7.018504375127106
3151,special,775,2.7635366185721297
3152,digestive,11,7.018504375127106
3153,drawn,1053,2.457001135791501
3154,"hand-carriages,",1,9.416399647925477
3155,foresaw,67,5.21170702853451
3156,advent,49,5.52457934981485
3157,unsound,8,7.336958106245641
3158,money,2889,1.4477339474592414
3159,where;,15,6.7083494468232665
3160,"watch?""",3,8.317787359257368
3161,Esther's,98,4.831432169254905
3162,horseback,63,5.273264921533944
3163,giving,1565,2.060758544951223
3164,"horseback,",67,5.21170702853451
3165,"town,",734,3.5110377998709064
3166,sunrise.,24,6.238345817577531
3167,confounded,200,4.11808228137744
3168,junior.,13,6.85145029046394
3169,anamic.,2,8.723252467365532
3170,frocks.,16,6.643810925685695
3171,dentist,24,6.238345817577531
3172,"""Oh!",449,4.002523940743168
3173,bronchitis.,4,8.030105286805586
3174,"hotel?""",11,7.018504375127106
3175,"coming,""",37,5.805481735281252
3176,Ceria,148,4.419187374161361
3177,ringing,229,3.982677644371237
3178,together,2573,1.5635718356437325
3179,expert,46,5.587758251436382
3180,"doctor?""",31,6.675559624000276
3181,"""No.""",191,4.164126219878847
3182,brusque,13,6.85145029046394
3183,courteous.,16,6.643810925685695
3184,"stretcher.""",2,8.723252467365532
3185,No,2602,1.552363988853026
3186,365.,3,8.317787359257368
3187,Evidently,83,4.997559040128879
3188,"full.""",10,7.113814554931431
3189,sir.,806,2.7243159054188486
3190,arrived?,3,8.317787359257368
3191,ours,177,4.240249915351647
3192,recognise,198,4.128132617230942
3193,"reappeared,",37,5.805481735281252
3194,smiling,900,2.614004884601166
3195,grimly,80,5.034373013251595
3196,absently.,33,5.919892086458996
3197,yours,519,3.8576429453195336
3198,That's,863,2.655984956842049
3199,did.,596,3.026158980860127
3200,Laughed.,1,9.416399647925477
3201,awfulness,11,7.018504375127106
3202,it?,1377,2.881884329756767
3203,Couldn't,34,5.8900391233093154
3204,feel,4655,0.9707024582143093
3205,mistaken.,87,4.950491529270893
3206,laughs,70,5.167904405876118
3207,feel.,72,5.139733528909422
3208,"out.""",230,3.9783203390022814
3209,complete,700,2.865319312882072
3210,"rest.""",47,5.566252046215419
3211,"""Oh,",3092,2.0729734187781097
3212,she'd,312,3.6733964601159945
3213,worry,201,4.113094739866401
3214,death.,643,2.9502549236878575
3215,didn't,2792,1.4818861840432138
3216,termed,71,5.1537197708841616
3217,"ill,",337,3.596316717573115
3218,wise?,8,7.336958106245641
3219,keep,4657,2.068885193611209
3220,permission.,29,6.049103817939002
3221,doors,653,2.9348225186490455
3222,yesterday.,164,4.316533220101278
3223,somebody.,46,5.587758251436382
3224,anyone,332,3.6112646790089884
3225,else,2390,1.6373510029999205
3226,hadn't,759,2.7843978705298467
3227,couldn't,1617,2.02807178834837
3228,they'd,164,4.316533220101278
3229,"get,",53,5.446107734373355
3230,stay,1719,2.660048823102573
3231,carriage,892,2.6229335153454674
3232,twice,912,3.2939068384110906
3233,"day.""",222,4.013722266053198
3234,here;,250,3.8949387300632305
3235,wished,1935,1.8485370424615948
3236,"Milly,",211,4.06454151444941
3237,"here,",2309,1.6718298385709816
3238,Becky,149,4.412453341980018
3239,"may.""",31,5.982412443440331
3240,_very_,14,6.777342318310218
3241,badly,228,3.987054018971036
3242,"hurt,",115,4.671467519562227
3243,darling.,87,4.950491529270893
3244,lies,658,2.9271947166001597
3245,Tiza.,9,7.219175070589258
3246,"last,",1259,2.27832661388113
3247,"days,",940,2.5705197726614273
3248,might.,148,4.419187374161361
3249,"come.""",210,4.069292117208008
3250,"""Haven't",59,5.338862204019757
3251,kicked.,3,8.317787359257368
3252,nasty,131,4.541202324724325
3253,"medicine?""",4,8.030105286805586
3254,catch;,3,8.317787359257368
3255,allude,97,4.841688669422094
3256,"Hippy,",2,8.723252467365532
3257,"to-morrow!""",17,6.583186303869261
3258,Eighteenth,11,7.018504375127106
3259,Century,16,6.643810925685695
3260,cheerily,21,6.3718772102020536
3261,admit,531,3.141637626683538
3262,Richard's,205,4.093389668787069
3263,constitution,78,5.059690821235885
3264,"love,",1276,2.2649141840207414
3265,mostly,275,3.7996285502589053
3266,women.,400,3.424935100817495
3267,"""Ask",63,5.273264921533944
3268,healthy-minded,4,8.030105286805586
3269,"women,""",24,6.238345817577531
3270,"two,",759,2.7843978705298467
3271,nearer,760,2.7830812146451
3272,truth.,401,3.4224382206189077
3273,"""Why,",986,2.5227432933228413
3274,"fruit-woman,",1,9.416399647925477
3275,"jackass-driver,",1,9.416399647925477
3276,"regions,",18,6.5260278900293125
3277,abuse,139,4.481925714794785
3278,women,2963,1.4224421003519114
3279,'forte,2,8.723252467365532
3280,et,225,4.000299245721057
3281,"shades,""",1,9.416399647925477
3282,removed,395,3.437513883024355
3283,'splendid,8,7.336958106245641
3284,distinguish,173,4.263108053427698
3285,presumable,3,8.317787359257368
3286,considerably,156,4.36654364067594
3287,hundred,2169,1.7343781370986024
3288,"Yes,",1050,2.4598542047739076
3289,ship,591,3.0345836305193785
3290,discreetly,54,5.4274156013612025
3291,"though,",394,3.440048738627543
3292,Florence,303,3.7026668424161078
3293,enter,717,2.8413238073258564
3294,conspiracy,113,4.689011829213136
3295,endless,178,4.234616097633392
3296,interviews,43,5.655199532231914
3297,"cool,",104,4.7720087487841045
3298,"men,",1579,2.0518526336698346
3299,distrusted,27,6.120562781921148
3300,other's,378,4.174652632865834
3301,attorney.,9,7.219175070589258
3302,herself.,1174,2.348227647537435
3303,Colonel,1409,2.1657641360267967
3304,Rufford,59,5.338862204019757
3305,anticipate,62,5.289265262880385
3306,hoped,786,2.7494428554962704
3307,appear,787,2.748171399508074
3308,"luncheon,",45,5.6097371581551565
3309,"strength,""",8,7.336958106245641
3310,declares,54,5.4274156013612025
3311,"danger,",186,4.190652974212275
3312,fourteen,140,4.474757225316172
3313,maman,19,6.471960668759037
3314,nurse.,76,5.778813488199091
3315,according,933,2.577994447078133
3316,hall.,240,3.9357607245834854
3317,same.,308,3.6862998649519025
3318,commoner,34,5.8900391233093154
3319,life!,111,4.706869446613142
3320,die,1057,2.4532096620552393
3321,son-in-law:,2,8.723252467365532
3322,"fragile,",10,7.113814554931431
3323,"foreigner,",53,5.446107734373355
3324,George.,251,3.890946708793693
3325,Ted,18,7.219175070589258
3326,hill,459,3.9804966184248767
3327,dale.,11,7.018504375127106
3328,struck,2016,1.8075290187342175
3329,Williams,36,5.832880709469367
3330,Grove,42,5.678730029642108
3331,Road,145,4.439665905504903
3332,referred,232,3.9696622762591667
3333,"""my",221,4.018236946407724
3334,"compendium.""",1,9.416399647925477
3335,"sir,",2343,2.3503593899776263
3336,suffering,478,3.2467889154340206
3337,seem,2239,1.7026150313267219
3338,"indisposed,",9,7.219175070589258
3339,"Waymark,""",8,7.336958106245641
3340,"remarked,",219,4.027327918108976
3341,growing,942,2.568394373349114
3342,while.,231,3.9739819374036833
3343,things.,833,2.691366005758634
3344,"me,""",1089,2.423384524992516
3345,"Ida,",45,5.6097371581551565
3346,"Dawe?""",1,9.416399647925477
3347,"""Coom""",1,9.416399647925477
3348,everything;,75,5.098911534389166
3349,"Jack,",147,4.42596706114674
3350,"Bully,",2,8.723252467365532
3351,fast,891,2.6240552204546677
3352,forced,889,2.6263024124115724
3353,set,4744,0.9517637072479153
3354,warmth.,38,5.778813488199091
3355,Presently,465,3.2743622423381207
3356,Inspector,69,5.182293143328217
3357,Cutting,23,6.280905431996327
3358,chosen,499,3.2037935521739582
3359,"quiet.""",24,6.238345817577531
3360,betake,35,5.861051586436063
3361,fatigue,130,4.548865197469895
3362,pronounces,10,7.113814554931431
3363,exercise,336,3.5992884879622724
3364,has.,45,5.6097371581551565
3365,fever,306,3.692814545973096
3366,partly,788,2.7469015580675977
3367,"believe.""",46,5.587758251436382
3368,wakes,34,5.8900391233093154
3369,up.,1683,1.9880664537346708
3370,"""Did",717,2.8413238073258564
3371,"fever?""",6,7.624640178697422
3372,entertained,204,4.09827965408126
3373,"belief,",67,5.21170702853451
3374,spread,759,2.7843978705298467
3375,"stand,",108,4.734268420801257
3376,"who,",1402,2.170744580330941
3377,scheme,345,3.572855230894117
3378,nature,2003,2.5071454928196037
3379,boys,730,2.82335511378304
3380,Jude,546,3.113780672180572
3381,"ruffled,",11,7.018504375127106
3382,"Hanwell,",1,9.416399647925477
3383,ladyship.',3,8.317787359257368
3384,'Does,51,5.484574015201151
3385,hope?',18,6.5260278900293125
3386,"'Well,",305,3.696087871318065
3387,"no,",1033,2.4761771788058384
3388,sink.,16,6.643810925685695
3389,live.,139,4.481925714794785
3390,"atrophy,",1,9.416399647925477
3391,previous,593,3.0312052489277512
3392,"none,",97,4.841688669422094
3393,'much,2,8.723252467365532
3394,same.',22,6.325357194567161
3395,seven,793,2.740576426290629
3396,miles,924,2.5876875762837925
3397,Fellside.',4,8.030105286805586
3398,condescend,103,4.781670659695841
3399,instructed,112,4.697900776630382
3400,Maulevrier,379,3.4788634428430503
3401,beg,825,2.7010162615907958
3402,summoned.',1,9.416399647925477
3403,Horton,17,6.583186303869261
3404,marry,2069,1.7815789701799336
3405,Bolton,66,5.226744905899051
3406,practice;,15,6.7083494468232665
3407,sister.,316,3.6606574343385647
3408,Hartfield's,13,6.85145029046394
3409,desire,1655,2.0048433601143136
3410,famous,619,2.988294375240881
3411,London;,148,4.419187374161361
3412,assert,141,4.467639757547309
3413,Lord,4620,0.9782496638496923
3414,"Maulevrier,",142,4.460572590324216
3415,declaration,92,4.8946110708764365
3416,"Bellingham,",22,6.325357194567161
3417,gaping,72,5.139733528909422
3418,get;,12,6.931492998137476
3419,confusion,282,3.774492576987363
3420,hurry;,25,6.197523823057276
3421,for;,91,4.905540141408626
3422,judge,708,2.853955554231757
3423,"wanting.""",6,7.624640178697422
3424,Ruth,640,2.954931471571759
3425,Mrs,959,3.243655753601984
3426,appearance.,180,4.223442797035267
3427,"carrier,",4,8.030105286805586
3428,"to-morrow,",380,3.4762283952050455
3429,"credit,",54,5.4274156013612025
3430,"departure,",165,4.310454174024896
3431,fairly,614,2.9964047197783343
3432,crying.,100,4.811229461937385
3433,"""When",648,2.942508951573202
3434,"here?""",343,3.578669200759537
3435,"""Indeed,",175,4.2516136740019626
3436,gave.,19,6.471960668759037
3437,creature!,57,5.373348380090927
3438,Thurstan?,3,8.317787359257368
3439,Tell,485,3.2322507569879937
3440,both.,227,3.991449630444074
3441,"she,",1225,2.3057035249466495
3442,abruptly.,106,4.752960553813409
3443,"better?""",39,5.752838001795831
3444,depraved.,3,8.317787359257368
3445,"gone,",846,2.6758802883192536
3446,pang.,21,6.3718772102020536
3447,children's,113,4.689011829213136
3448,health;,41,5.702827581221169
3449,cared,805,2.7255573705069134
3450,doctor's;,1,9.416399647925477
3451,medicine,104,5.465155929344049
3452,awake,294,3.732819880586795
3453,days.,524,3.1549079636044346
3454,Bradshaw,236,3.952567842899867
3455,questions,774,2.7648277743357497
3456,ask.,91,4.905540141408626
3457,prescribed;,1,9.416399647925477
3458,slight,1058,2.4522640355072323
3459,come!,121,4.620609102328736
3460,He'll,165,4.310454174024896
3461,kill,538,3.1285410877636926
3462,here's,173,4.263108053427698
3463,mine;,148,4.419187374161361
3464,ain't,583,3.0482124615749844
3465,choosen,1,9.416399647925477
3466,mark,581,3.0516488910735653
3467,"""I'll",742,2.807050404758096
3468,"sight,",370,3.5028966422872068
3469,secretary,92,4.8946110708764365
3470,Cheyne's,7,7.470489498870164
3471,Cheyne,79,5.0469517954584555
3472,pacing,133,4.526050519703723
3473,fer;,1,9.416399647925477
3474,anywheres,5,7.8069617354913765
3475,araound?,1,9.416399647925477
3476,draown,1,9.416399647925477
